textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
e497b2a34e,Just spent the last two hours playing L4D with babe  Had HELLA fun. I love him <3,fun.,positive,night,31-45,San Marino,33931,6.00E+01,566
fada4f1204, nice to have you back,nice to have you back,positive,morning,46-60,Sao Tome and Principe,219159,960,228
c3897a6af3,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,neutral,noon,60-70,Saudi Arabia,34813871,2149690,16
794b975d65,"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !","well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",neutral,night,70-100,Senegal,16743927,192530,87
3ff22a3aa1," hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely","hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",neutral,morning,0-20,Serbia,8737371,87460,100
875d366982," Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",Enjoy the coffee.,positive,noon,21-30,Seychelles,98347,460,214
9d92e249f8, omg evie. we have to do our plan for hot 30 tomorrow night,omg evie. we have to do our plan for hot 30 tomorrow night,neutral,night,31-45,Sierra Leone,7976983,72180,111
debbe76d54,"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",sad!,negative,morning,46-60,Singapore,5850342,700,8358
cb3ca1167f,Omg i`m going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex<3,And i freakin miss anthony  ugh today kinda sucks.,negative,noon,60-70,Slovakia,5459642,48088,114
642f6f34b9, my little felted thing looks like an incestuous by- product of two of your lovelies,my little felted thing looks like an incestuous by- product of two of your lovelies,positive,night,70-100,Slovenia,2078938,20140,103
0e533abdae, That is super sad   How is Bart etc holding up?,s super sad,negative,morning,0-20,Solomon Islands,686884,2.80E+04,25
bf18156019,_ERON Effy breaks my heart.,breaks my heart.,negative,noon,21-30,Somalia,15893222,627340,25
3113132bb5, thanks  lyxxx,thanks,positive,night,31-45,South Africa,59308690,1213090,49
ddcc9dee12, I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!!,I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!,neutral,morning,46-60,South Korea,51269185,97230,527
6dbc4aeaf0,and this terrible cartoon that`s supposed to be mexican.,terrible,negative,noon,60-70,South Sudan,11193725,610952,18
cd1a90193c,Happy Mothers Day!,Happy Mothers Day!,positive,night,70-100,Spain,46754778,498800,94
0a60343f49, Happy May Day and Star Wars Day,Happy,positive,morning,0-20,Sri Lanka,21413249,62710,341
c9511eb366,happy mother`s day!,happy,positive,noon,21-30,Sudan,43849260,1765048,25
bafe958a9b,is wondering what I did to get on the 'do not respond' list,is wondering what I did to get on the 'do not respond' list,neutral,night,31-45,Suriname,586632,156000,4
5e1d705bfa,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,neutral,morning,46-60,Sweden,10099265,410340,25
a8bce31401," I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on","I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral,noon,60-70,Switzerland,8654622,3.95E+04,219
bb946cb35b, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,problem,negative,night,70-100,Syria,17500658,183630,95
9bf21c82f3, Happy birthday!,Happy,positive,morning,0-20,Tajikistan,9537645,139960,68
8263d62bf3,http://twitpic.com/4wgoi - At bus boys and poets ordering medici and white chocolate banana bread pudding !!,At bus boys and poets ordering medici and white chocolate banana bread pudding,neutral,noon,21-30,Tanzania,59734218,885800,67
42fae3d673,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash","Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",neutral,night,31-45,Thailand,69799978,510890,137
9209cca56f,thanks !!my real name is nadia,thanks,positive,morning,46-60,Timor-Leste,1318445,14870,89
aa189955b1,  BUT THEY ARE EXPENSIVE.,E EXPENSIVE,negative,noon,60-70,Togo,8278724,54390,152
6cbf145ce4,"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov","_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",neutral,night,70-100,Tonga,105695,720,147
5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,msn-ing. no school  shouldn`t there be more bank holidays? x,positive,morning,0-20,Trinidad and Tobago,1399488,5130,273
6babb54cc5,_tah oh no.  *hugs*,oh no.  *hugs*,neutral,noon,21-30,Tunisia,11818619,155360,76
32968e6949,Time flies...and i never got it all right. Why oh why?,Time flies...and i never got it all right. Why oh why?,neutral,night,31-45,Turkey,84339067,7.70E+05,110
f03dae6ab0, so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,so sorry,negative,morning,46-60,Turkmenistan,6031200,469930,13
1b020a64bc,"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",AWESOME,positive,noon,60-70,Tuvalu,11792,30,393
73e3150187," I know, i know...  -hugs-",#NAME?,positive,night,70-100,Uganda,45741007,199810,229
db7d1f9d88, you have no interview today?,you have no interview today?,neutral,morning,0-20,Ukraine,43733762,579320,75
62086f9961,is sad that she is not seeing Basshunter at Metroplex this weekend,is sad th,negative,noon,21-30,United Arab Emirates,9890402,83600,118
7f0eab1127,Date movie with Nate. Most likely Wolverine.,Date movie with Nate. Most likely Wolverine.,neutral,night,31-45,United Kingdom,67886011,241930,281
0a68c4f3b6," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",Poor,negative,morning,46-60,United States of America,331002651,9147420,36
45ef0fd94e,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral,noon,60-70,Uruguay,3473730,175020,20
2889cb3b49, o can`t work that one out  pain in the **** them spammers,o can`t work that one out  pain in the **** them spammers,negative,night,70-100,Uzbekistan,33469203,425400,79
4ddf9f18d1,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
e5d05cbae2, aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',neutral,noon,21-30,Venezuela,28435940,882050,32
608cdbe02c,watching W. with jas. i love my brother he`s my best friend,i love my brother he`s my best friend,positive,night,31-45,Vietnam,97338579,310070,314
882d707aca,**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,**** it. Totally gutted,negative,morning,46-60,Yemen,29825964,527970,56
d0dcbd4559,  I don`t think I like this Roy Williams who dissects frogs while still alive >  You look like Chachi from Happy Days,I don`t think I like,negative,noon,60-70,Zambia,18383955,743390,25
32f71e09e0, he didn`t know there was going to be a test,he didn`t know there was going to be a test,neutral,night,70-100,Zimbabwe,14862924,386850,38
27d75a6a5f, i need to get tickets though  idk how that is gonna happen,i need to get tickets though  idk how that is gonna happen,neutral,morning,0-20,Afghanistan,38928346,652860,60
e9b4ce1946,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral,noon,21-30,Albania,2877797,27400,105
f145992965, I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,tan,negative,night,31-45,Algeria,43851044,2381740,18
226a3c6bb0," As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.","As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive,morning,46-60,Andorra,77265,470,164
16bd49d152,wants TFA back.  http://plurk.com/p/x2rgl,wants TFA back.  http://plurk.com/p/x2rgl,neutral,noon,60-70,Angola,32866272,1246700,26
fb2710ea73,still on the train goin 2 the southside!,still on the train goin 2 the southside!,neutral,night,70-100,Antigua and Barbuda,97929,440,223
23e6219d6a,Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,The chances of us falling in love are getting fewer and fewer.,negative,morning,0-20,Argentina,45195774,2736690,17
6d2c23642f,Coffee time  be back later kisses*,Coffee time  be back later kisses*,neutral,noon,21-30,Armenia,2963243,28470,104
716f2a0736, Yeah! Thanks! I`ll be back in soon to see what ya got!,Thanks!,positive,night,31-45,Australia,25499884,7682300,3
771b845b38,ahhh fusterated,fusterated,negative,morning,46-60,Austria,9006398,8.24E+04,109
85769c1ef2,Another HD - my lecturer was gob smacked by how good our presentation was,gob smacked by how good our presentation was,positive,noon,60-70,Azerbaijan,10139177,82658,123
66d02b456b,  awesome! All deserved I`m sure. Miss the Crabs games,awesome,positive,night,70-100,Bahamas,393244,10010,39
feb8ed98d1, I am using iMovie 08 and it`s still not bad. I am afraid to hear what is wrong with 09,afraid,negative,morning,0-20,Bahrain,1701575,760,2239
4f9167c337,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral,noon,21-30,Bangladesh,164689383,130170,1265
6d6430bd5d," When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good","When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",positive,night,31-45,Barbados,287375,430,668
e69734c1de,but i`m talking to the boy first,but i`m talking to the boy first,neutral,morning,46-60,Belarus,9449323,202910,47
1d1b1fa41a,_ENVY how come you dont think you did good?!,_ENVY how come you dont think you did good?!,neutral,noon,60-70,Belgium,11589623,30280,383
3474d5dce1,"outta the shower, too bad justin couldn`t spend the night.  haha",bad,negative,night,70-100,Belize,397628,22810,17
7fee70ea8a, jealous  it looks like schindler`s list in toronto,jealous,negative,morning,0-20,Benin,12123200,112760,108
aa806bb753,"@ Little_Ren is lovely lovely, and so niceee",niceee,positive,noon,21-30,Bhutan,771608,3.81E+04,20
11e336ff91,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,neutral,night,31-45,Bolivia,11673021,1083300,11
afcb6fb1e4,Out with Audrey,Out with Audrey,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
1722cd3459,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,I`m SO jealous,negative,noon,60-70,Botswana,2351627,566730,4
f4d7f474ba,My wedding next Thursday and I`m ill,I`m ill,negative,night,70-100,Brazil,212559417,8358140,25
869285805, Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral,morning,0-20,Brunei,437479,5270,83
73616eac59,Where are all you Motivated/Determined/wannabe sexy successful young professionals!??! I might really have to join a BNI if there is no1!,I might really have to join,positive,noon,21-30,Bulgaria,6948445,108560,64
78c9fe7b1c," I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)","I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral,night,31-45,Burkina Faso,20903273,273600,76
9736b31d4c, lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,joke,positive,morning,46-60,Burundi,11890784,25680,463
24ef576980, im sure jont wont mind sharing,wont mind sharing,positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
bc361e245e, Aw...poor thing.,..poor thing.,negative,night,70-100,Cabo Verde,555987,4.03E+03,138
968964a722, hahahah of course  they have such a nasty display picture :`),e such a nasty display picture,negative,morning,0-20,Cambodia,16718965,176520,95
3568ade162, boooo!!! I bet it was a nice wallet too,nice,positive,noon,21-30,Cameroon,26545863,472710,56
605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral,night,31-45,Canada,37742154,9093510,4
9803285456, thanks  scared of dentists.. looks like I am going to have to get over it and go,thanks  scared of dentists.. looks like I am going to have to get over it and go,positive,morning,46-60,Central African Republic,4829767,622980,8
3a33697bb7, dad`s been having fever since last nite and needs 2 bottles of blood trasfusion..loaded 1 today..1 to go tomorrow.,having fever,negative,noon,60-70,Chad,16425864,1259200,13
8213364d90,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral,night,70-100,Chile,19116201,743532,26
e3b7b4a3c8,"Sick. Feel like jello, can`t talk, and delirious.","Sick. Feel like jello, can`t talk, and delirious.",negative,morning,0-20,China,1439323776,9388211,153
993ed46c7e,It`s teddy-chucking time,It`s teddy-chucking time,negative,noon,21-30,Colombia,50882891,1109500,46
6c11ca9bb9,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3,great!,positive,night,31-45,Comoros,869601,1861,467
7ad9625924,Went and saw Fighting last night with the best friend. It wasn`t all that great but Channing Tatum is amazing!,. It wasn`t all that great but Channing Tatum is amazing!,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
498b85271a, it makes perfect sense. I guess i am very down to earth. Thanks for your reply,Thanks for your reply,positive,noon,60-70,Costa Rica,5094118,51060,100
814f356244,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",I miss my lappy.,negative,night,70-100,Croatia,4105267,55960,73
54277afaa4," sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)","sux,",negative,morning,0-20,Cuba,11326616,106440,106
27024dbb18,"The sun is shining brightly and the day has just begun! What`s in store? Wandering around les calanques maybe? Vin, definitely!",definitely!,positive,noon,21-30,Cyprus,1207359,9240,131
5e14e7c16e," AM`s good for us GMT-ish people, I think.  Looking forward to it and hope you`re batteries & laptop will be recharged soon.",good,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139
6eef4f572c,the fact my room is so hot is making me feel sick,sick,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
1be7769340,my arms hurt!,my arms hurt!,negative,noon,60-70,Denmark,5792202,42430,137
db75031d55, I can remember those Evidence Based Management lectures...definitely the best of EBM,..definitely the best of EBM,positive,night,70-100,Djibouti,988000,23180,43
ae1f196245,on my way to work. I`M SO HUNGRY!,SO HUNGRY!,negative,morning,0-20,Dominica,71986,750,96
b9b1ff657b,starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,oh no!!!,negative,noon,21-30,Dominican Republic,10847910,4.83E+04,225
9d6a07033b,My throat is on fire,My throat is on fire,neutral,night,31-45,Ecuador,17643054,248360,71
17fc6384ed,Miss Cauzinhoooo already,Miss Cauzinhoooo already,negative,morning,46-60,Egypt,102334404,995450,103
b73764e952," Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi`s - http://www.luigis.org.uk tomorrow!",Feel free,positive,noon,60-70,El Salvador,6486205,20720,313
345545946d," Since part of your job is predicting what will happen on the golf course, what are you going to shoot?","Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral,night,70-100,Equatorial Guinea,1402985,28050,50
dd030f0698, what kind of food Celli? I`m following you now,what kind of food Celli? I`m following you now,neutral,morning,0-20,Eritrea,3546421,101000,35
01ecf8487b,"I just want this whole day to hurry up,","I just want this whole day to hurry up,",neutral,noon,21-30,Estonia,1326535,42390,31
d9367b79ab," Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back","Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
211077a9e9, OK! Oops sorry,sorry,negative,morning,46-60,Ethiopia,114963588,1000000,115
d8db8176da, I LLLOOOVVVEEE ICARLY,I LLLOOOVVVEEE ICARLY,positive,noon,60-70,Fiji,896445,18270,49
1cb02cf05c," Aye, May the 4th be with you","Aye, May the 4th be with you",neutral,night,70-100,Finland,5540720,3.04E+05,18
4225947565,the suns starting to go in  im getting coldddd!,the suns starting to go in  im getting coldddd!,neutral,morning,0-20,France,65273511,547557,119
8f2022b87f,On my way to dazzle bar!!,On my way to dazzle bar!!,neutral,noon,21-30,Gabon,2225734,257670,9
5239da0dc2," lol! I thought we was suppose to guess..****, I tried tho..lolol!","lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral,night,31-45,Gambia,2416668,10120,239
c7e58ae69b," - Wow, I didn`t realise you were Hami. lol. Thanks for all the comments on my blog, dude",Thanks for all the comments,positive,morning,46-60,Georgia,3989167,69490,57
82539f5a60,Going to jog down to uni. Quite a way from my family home but exercise and all that,Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral,noon,60-70,Germany,83783942,348560,240
da724fbf5e,_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun ****,missed,negative,night,70-100,Ghana,31072940,227540,137
f53c7cad5a,Glad to see the sun out in Dublin after a great week in London. Back to work,Glad to see the sun out in Dublin after a great week,positive,morning,0-20,Greece,10423054,128900,81
bc2b74c6d7, yes not for putting inside anything else,yes not for putting inside anything else,neutral,noon,21-30,Grenada,112523,340,331
9369a7a9ec," http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",You are so weird.,negative,night,31-45,Guatemala,17915568,107160,167
2ab82634d5,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,had an awsome salad!,positive,morning,46-60,Guinea,13132795,2.46E+05,53
82b63c0817,_Luck13 they are SO cute,SO cute,positive,noon,60-70,Guinea-Bissau,1968001,28120,70
5dae53bcaf, haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,neutral,night,70-100,Guyana,786552,196850,4
44dd2e6f8d,what am i gonna do when my iphone is full!,what am i gonna do when my iphone is full!,neutral,morning,0-20,Haiti,11402528,27560,414
ba89f20eea,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",hurts,negative,noon,21-30,Holy See,801,0,2003
d0e0be33a9,lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (),lost,negative,night,31-45,Honduras,9904607,111890,89
82ec1b47c4," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!",hahah,positive,morning,46-60,Hungary,9660351,90530,107
5f8ead4a60,"Watched GossiP.Girl. Dan`s so funny, haha.","Dan`s so funny,",positive,noon,60-70,Iceland,341243,100250,3
adebad3529,  hope your day gets better soon!!,hope your day gets better soon!!,positive,night,70-100,India,1380004385,2973190,464
d7e70dae33, Thanks for the shoutout,Thanks,positive,morning,0-20,Indonesia,273523615,1811570,151
30f0194072,is tired but happy the orphanage was wow.. and babysitting was really fun,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral,noon,21-30,Iran,83992949,1.63E+06,52
f0726ddd52,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",urgh,negative,night,31-45,Iraq,40222493,434320,93
54477f9f5c,melissa_leah: my car wont start.......,my car wont start.......,negative,morning,46-60,Ireland,4937786,68890,72
a5cd62f098, couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral,noon,60-70,Israel,8655535,21640,400
c0a2d8f63d,Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,canceled.,negative,night,70-100,Italy,60461826,294140,206
9a3d28ff46, does it work on the iPhone as my MacBook is flat,does it work on the iPhone as my MacBook is flat,neutral,morning,0-20,Jamaica,2961167,10830,273
ffd025317c,"aww, jon ryan bob and greta in one picture? how adorable  and it brightens my morning, ty jon walker",adorable,positive,noon,21-30,Japan,126476461,364555,347
aeee8ceff4, maybe one day I can be on your favorite producers list  lol,I can be on your favorite producers list  lol,positive,night,31-45,Jordan,10203134,88780,115
9c7bb80379, You know we do!,You know we do!,neutral,morning,46-60,Kazakhstan,18776707,2699700,7
5addf8a3c8,wants this summer to actually have some sun in it,wants this summer to actually have some sun in it,neutral,noon,60-70,Kenya,53771296,569140,94
67dd29837e, I`d love to!!,I`d love to!!,positive,night,70-100,Kiribati,119449,8.10E+02,147
528ccda85a,Never commute in the rain. The people get so much meaner to you.,The people get so much meaner to you.,negative,morning,0-20,Kuwait,4270571,17820,240
9be60c1b72, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,problem,negative,noon,21-30,Kyrgyzstan,6524195,191800,34
1d363e3c46,what a beautiful morning! nice to be out,what a beautiful morning!,positive,night,31-45,Laos,7275560,230800,32
c3d933e350, FAILlllllllll  whenever ur freee then?,FAILlllllllll,negative,morning,46-60,Latvia,1886198,62200,30
9280023aec,_ray Bright Eyes=Contentment,Contentment,positive,noon,60-70,Lebanon,6825445,10230,667
aa120f1755,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral,night,70-100,Lesotho,2142249,30360,71
f17e12be38,"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!","I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral,morning,0-20,Liberia,5057681,96320,53
007654ea31,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,neutral,noon,21-30,Libya,6871292,1759540,4
04553c6c8c,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here","@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral,night,31-45,Liechtenstein,38128,160,238
ad94c81511,My legs are so **** sore. And my feet hurt to walk. Whataday,hurt to,negative,morning,46-60,Lithuania,2722289,6.27E+04,43
52c5ebcd63, Were have you been?,Were have you been?,neutral,noon,60-70,Luxembourg,625978,2590,242
024b8d4b95, hahah! sadly there is no current activity though in the room,! sadly,negative,night,70-100,Madagascar,27691018,581795,48
4.98E+15,Yeah Yeah Yeahs - Softshock,Yeah Yeah Yeahs - Softshock,neutral,morning,0-20,Malawi,19129952,94280,203
6bcc426fd4,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,neutral,noon,21-30,Malaysia,32365999,328550,99
1cc3569a5a, yeaaa i just got the link off his lj,yeaaa i just got the link off his lj,neutral,night,31-45,Maldives,540544,300,1802
1124f6f9a5,noone wants to talk to me  lol,noone wants to talk to me  lol,negative,morning,46-60,Mali,20250833,1220190,17
59d23b3db7,so very irratated,so very irratated,negative,noon,60-70,Malta,441543,320,1380
7b9efb5c34," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.","thats the most colorful thing ive seen all day,wow.",positive,night,70-100,Marshall Islands,59190,180,329
ac7a56d521,Somebody get me out of work tomorrow.,Somebody get me out of work tomorrow.,neutral,morning,0-20,Mauritania,4649658,1030700,5
fb93940016," haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[","Yeah, I went to bed at 4 and I had to be up at 6. :[",negative,noon,21-30,Mauritius,1271768,2.03E+03,626
adac9ee2e1," I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",so goo,positive,night,31-45,Mexico,128932753,1943950,66
58457e1e11, i like OGBERRY,like,positive,morning,46-60,Micronesia,115023,700,164
59e971682c,Lost at bowling again  why do i suck,suck,negative,noon,60-70,Moldova,4033963,32850,123
3090200836," You are totally welcome to come hang out on my wiki  Do it, do it!",e totally welcome,positive,night,70-100,Monaco,39242,1,26337
2302ebbe9e,? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neutral,morning,0-20,Mongolia,3278290,1553560,2
d1cd50d21b, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive,noon,21-30,Montenegro,628066,13450,47
b75f6c9be9, crud is all I can say,crud is all I can say,neutral,night,31-45,Morocco,36910560,446300,83
9b7b578ce2,going to work till 3...then maybe ride the horses and take my sister to softball pratice,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral,morning,46-60,Mozambique,31255435,786380,40
2ec5126360, Nice! You should submit that to failblog.org,Nice!,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
335f03ad85,"Is ahhh, ching chong wing wong ping pong ding dong!","Is ahhh, ching chong wing wong ping pong ding dong!",neutral,night,70-100,Namibia,2540905,8.23E+05,3
8f9d6fb09f,has two tickets to Amadou and Miriam for Tue. June 2 that I can`t use  $25 each to anyone who wants `em. That`s face value. Should be good,good,positive,morning,0-20,Nauru,10824,20,541
3c35eae9d4,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral,noon,21-30,Nepal,29136808,143350,203
187bbd3b14,is going to watch the two davids. yey,yey,positive,night,31-45,Netherlands,17134872,33720,508
a7036b7dfe, hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,wtf,negative,morning,46-60,New Zealand,4822233,263310,18
96c5b4862c,listening to a new Stolen Sheep record,listening to a new Stolen Sheep record,neutral,noon,60-70,Nicaragua,6624554,120340,55
b642906cab,Home from work. A few hours of sleep then putting some miles on the new bike.,Home from work. A few hours of sleep then putting some miles on the new bike.,neutral,night,70-100,Niger,24206644,1266700,19
c01f2329db,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!","says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral,morning,0-20,Afghanistan,38928346,652860,60
8c1c2b26a4,always excited for a new chapter in my life. just didnt expect it to be so emotional.,so emotional.,negative,noon,21-30,Albania,2877797,27400,105
094218c2e7,in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),i`ll have to wait..,negative,night,31-45,Algeria,43851044,2381740,18
f854b71b06, hell yeah! Belgian beer is the bomb!!  :p,hell yeah!,positive,morning,46-60,Andorra,77265,470,164
1ef247a527," hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",s good,positive,noon,60-70,Angola,32866272,1246700,26
ba786311f9,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,neutral,night,70-100,Antigua and Barbuda,97929,440,223
191026b892,"  great pic,have to upload my pix tomo,I`ve no laptop tonight.",great,positive,morning,0-20,Argentina,45195774,2736690,17
